COD_AUDITOR,OFICINA,NOMBRE_AUDITOR
33907,901,René Pulido Villa
339,901,Flavio Iborra Martin
34217,901,Albina Cabeza Tudela
33952,901,Abilio Ribes Ayuso
32753,901,Tadeo Aliaga Quiroga
29508,910,Lisandro Quintero Alcaraz
31441,910,María Anglada Saez
33192,901,Carmelo Peralta Moliner
33753,917,Lucila Andrés Alegria
32450,922,Eladio Serra Cornejo
33476,922,Noemí Molina Belda
33766,922,Jeremías Arrieta Madrigal
33177,922,Anastasia Mariscal Blazquez
34207,922,Urbano Jara-Cifuentes
34208,922,Reyes Pazos Chacón
30879,917,Reinaldo Céspedes Cárdenas
34203,922,Flora Garrido Corbacho
33979,917,Urbano Vilalta Tomas
34230,917,Jordi Angulo Pujol
34210,922,Lucas Julián Aragonés Campos
R31755,917,Severo Almazán Aguado
34204,917,Cirino Mate-Alberto
30811,922,Ramona Purificación Higueras Barriga
30501,922,Heraclio Goicoechea Soto
R02031,922,Leonor Bernad Quiroga
33657,922,Odalis Suárez Arrieta
33914,922,Marta Carrasco Rodríguez
50,901,Luz de Larrañaga
32937,921,Ciro Domínguez
34020,915,Nilda Jiménez Medina
32526,905,Amada Pinto Corominas
r02408,915,Perlita Alma Rivero Avilés
30924,919,Albina Cruz Solera
32149,915,Almudena Puerta Córdoba
r02470,915,Mateo Donoso
29718,919,Carmen Aguiló Rodríguez
34037,917,Rómulo Macias-Calatayud
2825,917,Daniel Benavent
R00063,915,León Grau
2159,911,Fabricio Nadal Sánchez
29491,911,Iván Pou Blasco
32770,919,Desiderio Marquez Ponce
32720,908,Eusebia Barrio Amorós
33139,911,Nuria Beltrán Salvador
33566,911,Samu Villa Solís
30462,911,Gabino Serra Rincón
32013,901,Roque Gras Salgado
R02746,908,Benita Ureña Montes
R02740,908,Eliana del Sales
30691,911,Candelaria Piña Escamilla
31363,911,Pancho Roldán Caparrós
33518,911,Camilo Luís Pascual
hoss_eng,911,Felisa Montesinos Esteve
livia_gerv,911,Remigio del Granados
29675,911,Rebeca Valcárcel Pacheco
31676,922,Cruz Rosa María Juan Ripoll
ASUN_LUQUE,SGS,Rosa Gomez Villanueva
32614,901,María Pilar Chaves Blanco
34219,901,Asunción Sánchez
2031,911,Maximiano Cabeza Duran
34143,901,Bernabé Tapia Ávila
30382,901,Patricia Herranz Castellanos
34225,901,Rosario Coronado Díaz
34090,921,Jose Manuel de Querol
34086,921,Edu Luz Daza
32186,911,Moisés Leonardo Manso Narváez
A29718,919,Severo Crespo
A32215,919,Norberto Coronado
A30924,919,Basilio Codina Salcedo
M_NIETO,911,Aurelio Coronado Mascaró
31755,911,Maricela de Almazán
A02790,922,Yago Riquelme Buendía
A29778,922,Eva María Diego Sarabia
A30924,921,Fabio Diaz Valle
H_AIOUCHE,901,Elisabet de Bernal
a02740,908,Cosme Ruano Clavero
A02747,908,Heriberto Sancho Malo
A02741,908,Martina de Aznar
A02019,911,Malena Odalis Lobato Rosado
A02408,915,Gerardo del Lumbreras
A02401,915,Xavier Salazar Cordero
a02401,915,Candela Cobo Bello
a02747,908,Juan Carlos Elorza Pomares
A00156,911,Vicenta Alvarez Alvarez
A29494,910,Fernanda María Ángeles Rodrigo Quiroga
A33466,910,Carmelo Alfonso Ramón Montalbán
R02790,917,Toribio Morata Bermejo
A02790,917,Nacio Ribera-Bejarano
R29778,917,María Del Carmen Roig
A29778,917,Zaida Amores Huertas
R29418,922,Ariadna Castro Perales
A29418,922,Guadalupe Sans Alberdi
R29418,917,Eusebia Ribas Velasco
A30095,922,Godofredo Pinedo Díaz
A32878,911,Teo Cobos Sanmiguel
A32809,911,Fito Santamaría Cervera
A29944,901,Tatiana Solsona Ros
A33663,901,Bautista Quintero Cabezas
A29667,901,Cándido Leal Cámara
A30448,901,Rosendo Patricio Lago Bernat
A01140,905,Marcio Abascal Cordero
A32143,905,María Carmen Marí Almeida
R02742,908,Hugo Ochoa Gil
A32389,917,Angelita Salmerón Mora
A30636,911,Candela Jiménez Vila
A02740,908,Reyes Casals Perera
A32801,905,Benito Gargallo
A01320,917,Fanny del Gámez
a02408,915,Leire Haro Poza
A33646,911,Sancho Ortega Santamaría
33222,905,Carlos Clavero-Mayol
30195,959,Chus Pacheco
a02741,908,Gabriel Salom
32186,905,Pablo Navas Echevarría
33815,908,Filomena del Gutierrez
30346,901,Juan Francisco de Moliner
30868,901,Benjamín Corbacho Gil
2654,911,Fermín Cabrero Gibert
r30629,917,América Almeida-Cano
2618,917,Custodio Vicente Casanovas Gomila
33497,917,Gastón Adrián Tello Gallart
29778,917,Isidro del Barceló
2830,922,Tamara del Villalba
33517,917,Amaya Llanos Folch
2790,917,Tecla Larrea García
33471,922,Bonifacio Tejera Mayoral
a32790,915,Herminio Perea-Millán
32686,911,Jaime Torres Murcia
34228,901,Isidora Álvarez Campoy
32839,911,Eleuterio del Barberá
32809,911,María Del Carmen María Ángeles Pou Gargallo
a02422,915,Lupe Bru Soriano
29148,917,Gisela Toledo-Rodríguez
34232,917,Samu Marín Ballesteros
901_02257,901,Luis Ángel Aroca Rozas
34261,917,Marcelino Mesa Puig
34267,917,Pablo Amores Folch
r00066,915,Noa Sastre
A32790,915,Ibán Ballesteros Otero
R32790,915,Máximo Reguera Porta
32480,911,Pepito Losa
30619,911,Óscar Gisbert Manso
32137,905,Cayetano Evaristo Pacheco Iglesia
34085,922,Francisca Monreal Ferrer
30777,922,Abril Santiago Ribera
34120,901,Jose Antonio Alegria Roldan
30896,901,Coral de Robles
34084,917,Flora Hervia Rueda
32683,917,Florina Ballesteros-Santiago
33874,917,Yago Román Llabrés
33179,917,Edelmiro Porfirio Rodriguez Tamayo
34245,917,Raquel Jaume
A30629,917,Anastasio Lerma
33128,922,Jose Ignacio Palomino Losa
34254,911,Aníbal Acero
a00066,915,Lorenza Malo Morales
A02422,915,Fabio Almagro Conde
2216,911,Pilar Montoya Rocamora
32878,911,Eliana Heredia Mateos
31483,917,Angelita Nazaret Román Lastra
34011,911,Bernardo del Aguilera
34236,901,Belen de Arrieta
34233,922,Raúl Galán Galiano
32064,905,Yéssica Iris Andres Clemente
33615,908,Ofelia de Feijoo
4,910,Alondra Anaya Álamo
31748,922,Cebrián de Quevedo
32522,922,Yago Moll-Caparrós
29742,922,Adelaida Terrón Gibert
32528,901,Herberto Escudero Nadal
33624,901,Valeria Rivero Tormo
33912,901,Moreno de Martin
32959,901,Amílcar Corral
34050,901,Edelmiro Zamorano-Matas
32064,901,Juan Antonio Cuervo Olivera
34265,901,Ruth Pol Porcel
r02743,905,Eva María Contreras
R02742,905,Úrsula Gallego Pedrosa
34240,908,Ámbar Coll-Menendez
32466,917,Paula Cal Salinas
34242,917,Asdrubal Palma Ayllón
34170,917,Nadia Mendez-Paz
32870,917,Rodolfo Anaya Estévez
32771,901,Bienvenida Quero Lara
34277,901,Marcial Ciro Conesa Aparicio
32991,911,Jovita del Llopis
34147,911,Amor Fidela Losada Alcázar
ELENALOPEZ,911,Reyes Gallo Quero
29266,911,Ester Tamarit Juan
767,911,Danilo Calderon Gual
2615,911,Camilo Toro Gual
33946,905,Virginia Almazán Rius
30913,922,Noelia Vilar
33809,922,Francisca Velázquez
31855,922,Cruz Guitart Garcés
31973,917,Palmira Múgica Martin
33517,922,Ildefonso Juan Mayoral
29846,901,Alejo Pinedo Castrillo
34253,911,Ciriaco Oliveras-Salgado
34287,922,Guadalupe Vicente Somoza
32466,922,Florencia de Real
30691,922,Piedad Ibáñez Mendoza
33817,911,Rosalinda Villalba Villaverde
A34239,911,María José Pérez Ramos
32683,901,Fabricio Barón Fernandez
34285,922,Rafa Montero-Ibarra
32921,917,Berta Mercedes Rivero Costa
33120,901,África Olivera
portugal,901,Herberto Busquets Angulo
HOSS_DE,911,Maricruz del Antón
107,911,Domingo Goicoechea Torrecilla
32583,922,Josué Contreras
34202,915,Rafael Pascual Rubio
63,915,Eugenia Sacristán Amo
test,901,Bienvenida Abad Cuadrado
R01140,911,Anselma Tejedor Tamayo
34243,911,Cándido Tormo Arroyo
30448,901,Morena Paredes Abad
33099,901,Jacobo Sanmiguel Parra
33508,911,Adelaida Ropero-Murcia
34251,911,Macaria Almeida Jódar
R30629,917,Enrique Zamora Herrera
R01320,917,Julián Pereira Hervia
33497,911,Adoración Rosselló Peinado
33967,905,Alex Aramburu Zabaleta
160,901,Jacinto Donoso Pujol
29818,901,Ligia Márquez
30262,901,Carla Cadenas Marí
32064,959,Josep Zorrilla Mármol
34223,921,Agustín Oliveras Bravo
34257,911,Constanza Molina Daza
31173,911,Herminia Lamas Milla
34246,911,Custodio Valls Arranz
2481,911,Geraldo Lladó Vicente
34143,917,Clementina Roman
32072,915,Luis Miguel Julián Moreno
R30095,922,Jordana Tirado Hidalgo
34128,911,Asunción Yáñez Bayo
31470,911,Ema Ortega
32758,911,José Manuel Cabo Cortes
31272,901,Rafaela Sanabria Cerdán
234,901,Julia Griselda Olmo Barros
1160,911,Bernabé Ruiz Andreu
29381,911,Celestina de Zapata
R01127,905,Ignacia Corbacho Cabrera
33206,917,Regina Manzanares Alegre
A02902,910,Ligia Barreda Linares
34268,919,Che Manjón
32526,908,Celia Barberá Cabeza
33063,908,Manuelita Domingo
32527,908,Emilia Román
33196,917,Amílcar Barbero-Ramis
30095,917,Dulce Noguera Seguí
34252,911,Marita de Quintanilla
R02042,905,Tomasa Purificación Larrañaga Morcillo
32621,959,Augusto Arias Poza
R30636,911,Tiburcio Tejero
32318,911,Román Priego Iniesta
34290,901,Horacio Landa Olivé
34262,901,Teófilo Acevedo Anguita
30784,901,Julie Galiano-Cantero
R02408,915,Pía Esteban
33592,901,Clementina Palomo Rubio
33592,911,Tatiana del Albero
33592,915,Baltasar Alegre-Chaves
33592,908,Amando Baeza Galiano
33592,910,Olga Laguna Cases
33592,921,María Del Carmen Giner
33592,917,Abigaíl Esparza Almeida
33592,922,Germán Torres Cárdenas
test,915,Raquel Castrillo-Madrid
test,910,Dulce de Godoy
test,917,Benigno Ocaña Rivas
test,911,Marcelo Amaya-Castejón
test,905,Nicanor del Tirado
test,922,Marta Arnal Tejedor
test,919,Bernardita Baena Salmerón
test,921,Graciela Gibert Luna
test,908,Jenaro Chico Valderrama
33454,901,Dorotea Mónica Lasa Gabaldón
31904,901,Joaquín Salazar Adadia
30423,901,Juan Luis Benito Prado
32418,922,Vasco Uriarte
32935,911,Santiago Andrade Bermúdez
34286,910,Onofre Jaén Gálvez
34295,905,Martin Gaya Mendez
33873,917,Ruperto Germán Borrell Calvo
R32389,917,Asdrubal Samu Coronado Moles
34283,901,Damián Pla Prieto
1003,959,Josué de Olivera
34270,922,Herminia Áurea Acuña Heredia
34284,922,Noelia Barros Marcos
2497,911,María Clemente Peñas
R02615,911,Adrián Zapata-Niño
32725,911,Eli del Saavedra
33417,911,Santiago Alfredo Anguita Puig
32724,911,Belén Robledo-Cobos
31894,911,Timoteo del Comas
OJ_DIEZ,SGS,Marina Benita Granados Mora
34292,901,Vera Verdugo
34266,905,Encarna Ramis Torrent
32880,908,Rosalía Vilaplana
66695,905,Reinaldo Ruano Andrés
34285,917,Reina Agullo
34237,917,Marisol Benavides Martorell
32200,911,Fortunato Herrero-Abril
34273,910,Benjamín Peiró Valencia
34298,901,Onofre Morera-Figueras
34278,922,Íngrid Berenguer Luís
34288,901,Clemente Duque
34176,901,Adora María Ferrán Bejarano
30594,901,Guiomar María Jesús Rueda Carrillo
66691,901,Maxi Alberdi Verdú
34293,922,Danilo Saldaña Tejero
34297,922,Adoración Suárez Baños
66680,922,Glauco Rosell Sanabria
34260,922,Raúl Pizarro Cisneros
32763,922,Miriam Higueras Carretero
33250,905,René Valenciano Santana
R02741,905,Diego del Piquer
66670,910,María Ángeles Toro Juárez
66669,910,Ruth Díez Bartolomé
66677,910,Toribio Pina-Oliveras
34271,910,Berto Llopis Castell
30658,910,Sebastián Torrents Sáez
66676,910,Timoteo Marc González Navarro
66702,917,Zaira Palau Frías
33399,922,Gema Huguet Cañellas
29665,922,Bernardino Nicolás
66704,917,Glauco Bauzà
66685,901,Lupe Campoy Coello
66686,901,Salomé Moya Salmerón
66690,917,Carmen del Santamaría
66675,917,Apolinar Morales Sierra
34211,917,Amada Guardia Canet
66697,917,Lidia Albero Cortes
66671,910,Claudia Blasco Alcalde
305,901,Susana Vargas Velasco
32863,911,Vicenta Velázquez Escamilla
33300,911,Calisto Calvo Cabañas
34222,921,Samu Castañeda Pedrero
31344,910,Dan Guerra Gálvez
32394,908,Tomasa Casanova Santiago
66698,917,Cleto Alsina Trujillo
901_02331,901,María Dolores Blanca Cañellas
33715,905,Alfonso Vargas Gabaldón
34280,901,Felipe del Salvador
33255,911,Camila Peláez Cabañas
2591,911,Encarnita Guijarro Sanz
R29994,959,Cipriano Marcos Carreño
a02790,922,Adelardo Cordero-Chico
30056,922,Vicente Amores Pacheco
66766,922,Isabela de Villalba
66700,922,Azeneth Ortuño Nuñez
66735,922,Emiliana Barranco-Ortiz
66682,910,Darío de Heras
1206,910,Rosalva Sancho Martí
33539,910,Julie Prats Company
66787,910,Abel Echeverría Oller
31176,910,Ángeles Espinosa Peiró
33625,901,Fernando Cal-Agustí
33826,901,Jose Ramón Angulo Moreno
34099,901,Alba Mascaró
901_01373,901,Bárbara Vilanova Aller
66765,901,Candelario Sarmiento
33444,901,Juan Mulet Cortés
66713,901,Anselma del Abril
66687,901,Manuelita Nydia Vicens Rivero
30229,901,Sigfrido Montero Briones
32349,917,Genoveva del Galán
32593,917,Concha Costa Llamas
31040,911,Inmaculada de Pavón
33625,911,Victorino Benito Larrañaga
32527,911,Ruth Cervera-Guillén
33878,911,Cesar del Jódar
32120,911,Curro del Fortuny
31586,911,León del Riquelme
32362,911,Vinicio Valle
33759,911,Áurea Pina Poza
33740,911,Manu del Tomas
33332,917,Alondra Vendrell Zaragoza
33240,911,Marciano Martí Jover
2747,908,Amador Diez Rovira
34104,905,Chus Llamas Pedrero
32167,905,Dulce Bermúdez Gonzalo
30752,901,Amparo Carrera Granados
901_02343,901,Consuela Cerezo Vázquez
33250,908,Adalberto Pedrero-Arteaga
33908,922,Julián Molins
33839,911,Francisco Javier Ferrer Belmonte
33839,921,Delfina Santos Moll
66694,910,Haroldo Simó Raya
66684,910,Valerio Garay Planas
34300,901,Crescencia Piñeiro Gutiérrez
66683,910,Liliana Alcalde-Bermúdez
33113,910,Rolando Exposito Benito
66678,917,Inmaculada del Cervantes
33964,917,José Ángel Bravo Recio
34287,911,Maricruz Dulce Checa Juan
33600,915,Ceferino Flor Roca
2741,908,Mateo de Carreño
34276,901,Eustaquio Bolaños Prat
31111,901,Manola Gámez Nogueira
33717,911,Leire del Osorio
A31136,921,Roberto Cárdenas Mascaró
a29418,922,Calixta Adoración Verdejo Pareja
87,901,Carlos Alfaro Jover
R32801,908,Selena Machado Somoza
R01140,908,Primitivo Monreal Pino
34295,908,Teodora Barrera Arias
33222,908,Bárbara Barrios Portero
31256,911,Lisandro Barceló Borrell
33180,917,Leticia Correa-Plana
66774,910,León Salcedo Marí
66773,910,Lupita Carmela Blanch Chico
66693,910,Elpidio Fuentes
A29778,911,Armida España Revilla
34291,917,Marianela Vilanova Caparrós
33124,922,Amalia Riquelme
66720,901,Paula Larrañaga Colom
32528,959,Angelina Torrents Medina
66800,901,Felix Herranz Figuerola
66809,917,Jesús Abad Alcalde
34287,917,Patricio Pardo Burgos
66812,917,Pelayo Serrano-Llorens
66826,917,Hernán Murillo-Estevez
66761,917,Isidoro de Ribes
32925,919,Tito Pujol Aramburu
66696,917,Judith Manso-Alemán
33584,911,Yolanda Gibert
29880,908,Jose Francisco Zaragoza Pi
33203,908,Candelaria Valenciano Luna
32102,908,Régulo del Haro
66695,908,Leticia Nicolau
A34239,908,Juan Antonio Haro Pou
A29494,908,Ricardo Armengol Saez
32323,901,Lilia Arnal Cabezas
225,911,Faustino Rios Leon
66708,915,Leandra de Esteban
2046,911,Azahar del Sacristán
30330,901,Fanny Santamaria Pallarès
32616,901,Luz Donaire Fernández
32914,922,Aníbal Ovidio Lloret Benavides
31192,922,Paz Chaves Rincón
34274,917,Basilio Benavente Gámez
29512,917,Jose Francisco del Torrens
30980,905,Alejandro Pepe Nebot Salom
66705,905,Yésica de Llabrés
70,911,Angelita Casals Pastor
31848,911,Carlota Barroso Santamaria
33653,922,Daniel Bosch-Infante
66696,911,Luz Blanca Rozas Alcaraz
66723,917,Leyre del Mínguez
33837,917,Amancio Zacarías Fuertes Aragón
66715,919,Natividad Guardia Arellano
29541,908,Nélida Arce Alcalá
31705,905,Perla Jerez Pereira
66717,905,Candelaria Barriga Alemany
R00141,911,Ruy Noriega Arranz
66711,917,Ignacia Llorens Amores
30636,911,Bartolomé Bermúdez Guzmán
34046,922,Carina Cuesta Tejera
29317,917,Pánfilo Marin Jimenez
HIPOLITO_C,SGS,Calixta Teodora Guerra Español
31971,911,Clotilde Dávila Jódar
2355,911,Fabio Villa Sánchez
34248,911,Maximiano del Folch
34093,915,Consuela Martínez Parra
66719,901,Gertrudis Esteban
M_Molina,SGS,Ramona Franch Rodríguez
66729,917,Modesta Cabello Adán
31614,917,Dionisio Pastor Ricart
34157,905,Matilde Imelda Julián Herrera
32148,901,Mohamed Mateos-Mateos
901_02314,901,Imelda Quintero Seco
30507,901,Patricia Tamarit Esparza
66793,901,Amparo Segarra Cerdá
2536,911,Verónica Acevedo Ríos
32415,922,Chuy Reig Cabeza
R00010,908,Fortunato Tomé Linares
66718,901,Carmina Herrera Manjón
A02741,905,Tiburcio Arranz Plana
r01320,917,Elvira Herrera Rosell
66772,917,Micaela Ramón Romeu
66730,917,José Ángel Benavente Nuñez
31092,901,Antonia Abril Querol
31824,911,Julián Armas Estévez
2042,911,Rogelio Haro Segarra
F_ALEMANY,SGS,Adelia Barrio Abril
P_ORDEN,SGS,Samu Abellán
31915,905,Edmundo Boix-Arévalo
A02747,905,Moreno Piña Aznar
r00333,905,Sara Vega-Rosa
34105,908,Lucas Godoy Corominas
29962,901,Alma Álvaro Arrieta
66824,917,Salomé Mayo Baeza
pepecz,911,Román Jerez Manzanares
pepeuk,911,Marciano Ferrera Gabaldón
pepepo,911,Adelia Daza Gutierrez
34293,917,Ruth Noguera Tejera
pepehu,911,Modesta Martínez Villalba
66782,901,Noé Villegas Guerrero
pepefr,911,Nazaret del Alarcón
33908,917,Pío España Alvarez
pepegr,911,Vilma Pérez
32215,921,Claudio Mesa-Ángel
66790,911,Godofredo Ignacio Huguet Ayuso
66767,922,Ángel Figueroa
66821,922,Mar de Bermudez
30873,922,Genoveva Duque Bárcena
31813,917,Cruz Chamorro Santamaria
66813,917,Hernán Tudela Gil
66804,917,Jose Antonio del Benítez
29779,917,Gustavo Ayllón Saez
66776,901,África Evelia Cózar Riera
66797,901,Ciriaco Linares Gibert
66849,901,Marina Vergara Barriga
34192,901,Julieta Casals Miranda
66799,901,Anselmo Carretero Iriarte
66817,922,Xiomara Sanmartín Gracia
pepeho,911,Ildefonso Castilla Marco
66721,921,Ciríaco Ramón Carrera
32593,901,Martín Almansa
333,901,Ciro Hervás Mendoza
R02299,901,Eulalia Flores Pulido
R00050,959,Renata de Guerrero
66818,911,Carlito Peñalver Rius
32233,911,Germán Andres-Escolano
66837,910,Lázaro Cerro Bermúdez
29719,901,Bartolomé Benavides Alcalde
66792,901,Verónica Peñalver Calatayud
rafa_crego,SGS,Guadalupe Tejera Portillo
32436,922,Natalia del Gelabert
32637,922,Gala Bertrán Moles
66840,901,Gerónimo Galindo Figuerola
66775,901,Saturnina Álvarez Otero
pp_gines,SGS,Armando Albero Guardia
R32801,911,Sarita Nicolau Jaume
32922,917,María Cristina Real
66839,917,Carina Anglada Delgado
34285,911,José Antonio Albero Julián
66842,901,Yago Mena Pont
87,911,Sancho Angulo-Rico
33322,917,Horacio Castilla Vigil
66724,917,Nilo Sosimo Morata Jara
32937,919,Leopoldo Ballester Corbacho
66830,919,Fidela Manzanares
2522,919,Rubén Mariño Aznar
66727,921,David Agullo Soto
32520,911,Francisco Javier Ferrándiz Romeu
29533,911,Cesar Zamorano Ramis
32787,922,Ariel Amaya Agullo Beltran
3001,922,Rubén Polo
29408,919,Maxi Saura Campo
66844,921,Vilma Benavides-Ayllón
32143,905,Marta Álvaro Gelabert
2743,908,Albert Rosales Elorza
